timestamp,anchor_id,range,sigma
14.04,0,11.6626,0.03
14.04,1,3.8694,0.03
14.04,2,8.3039,0.03
14.04,3,13.7238,0.03
14.06,0,11.6423,0.03
14.06,1,3.9137,0.03
14.06,2,8.2991,0.03
14.06,3,13.7041,0.03
14.08,0,11.6094,0.03
14.08,1,3.935,0.03
14.08,2,8.2587,0.03
14.08,3,13.6808,0.03
14.1,0,11.6366,0.03
14.1,1,3.946,0.03
14.1,2,8.2439,0.03
14.1,3,13.6754,0.03
14.12,0,11.6155,0.03
14.12,1,3.9461,0.03
14.12,2,8.2271,0.03
14.12,3,13.7319,0.03
14.14,0,11.647,0.03
14.14,1,3.9671,0.03
14.14,2,8.1904,0.03
14.14,3,13.7064,0.03
14.16,0,11.6835,0.03
14.16,1,3.9699,0.03
14.16,2,8.1885,0.03
14.16,3,13.6847,0.03
14.18,0,11.6623,0.03
14.18,1,4.0107,0.03
14.18,2,8.153,0.03
14.18,3,13.6334,0.03
14.2,0,11.6769,0.03
14.2,1,4.048,0.03
14.2,2,8.1462,0.03
14.2,3,13.6628,0.03
14.22,0,11.6837,0.03
14.22,1,4.0212,0.03
14.22,2,8.1513,0.03
14.22,3,13.6264,0.03
14.24,0,11.7074,0.03
14.24,1,4.0485,0.03
14.24,2,8.1085,0.03
14.24,3,13.6699,0.03
14.26,0,11.6768,0.03
14.26,1,4.0758,0.03
14.26,2,8.0658,0.03
14.26,3,13.636,0.03
14.28,0,11.727,0.03
14.28,1,4.1245,0.03
14.28,2,8.074,0.03
14.28,3,13.6378,0.03
14.3,0,11.7139,0.03
14.3,1,4.1327,0.03
14.3,2,8.0626,0.03
14.3,3,13.6112,0.03
14.32,0,11.7195,0.03
14.32,1,4.1119,0.03
14.32,2,8.0612,0.03
14.32,3,13.5932,0.03
14.34,0,11.7559,0.03
14.34,1,4.1613,0.03
14.34,2,8.038,0.03
14.34,3,13.5438,0.03
14.36,0,11.7175,0.03
14.36,1,4.1569,0.03
14.36,2,7.9903,0.03
14.36,3,13.5873,0.03
14.38,0,11.709,0.03
14.38,1,4.1806,0.03
14.38,2,8.0028,0.03
14.38,3,13.5421,0.03
14.4,0,11.729,0.03
14.4,1,4.2242,0.03
14.4,2,7.9567,0.03
14.4,3,13.56,0.03
14.42,0,11.7614,0.03
14.42,1,4.2361,0.03
14.42,2,7.9246,0.03
14.42,3,13.52,0.03
14.44,0,11.7873,0.03
14.44,1,4.2386,0.03
14.44,2,7.9487,0.03
14.44,3,13.4873,0.03
14.46,0,11.765,0.03
14.46,1,4.2967,0.03
14.46,2,7.9027,0.03
14.46,3,13.4786,0.03
14.48,0,11.7725,0.03
14.48,1,4.2975,0.03
14.48,2,7.9153,0.03
14.48,3,13.4971,0.03
14.5,0,11.7638,0.03
14.5,1,4.2897,0.03
14.5,2,7.8955,0.03
14.5,3,13.4933,0.03
14.52,0,11.7942,0.03
14.52,1,4.3106,0.03
14.52,2,7.8555,0.03
14.52,3,13.5017,0.03
14.54,0,11.7735,0.03
14.54,1,4.3324,0.03
14.54,2,7.8188,0.03
14.54,3,13.467,0.03
14.56,0,11.7902,0.03
14.56,1,4.3354,0.03
14.56,2,7.8113,0.03
14.56,3,13.4481,0.03
14.58,0,11.8045,0.03
14.58,1,4.3412,0.03
14.58,2,7.8046,0.03
14.58,3,13.4487,0.03
14.6,0,11.8112,0.03
14.6,1,4.3888,0.03
14.6,2,7.7429,0.03
14.6,3,13.4466,0.03
14.62,0,11.8212,0.03
14.62,1,4.3974,0.03
14.62,2,7.7528,0.03
14.62,3,13.4017,0.03
14.64,0,11.8216,0.03
14.64,1,4.4343,0.03
14.64,2,7.7767,0.03
14.64,3,13.4035,0.03
14.66,0,11.8294,0.03
14.66,1,4.449,0.03
14.66,2,7.7338,0.03
14.66,3,13.3998,0.03
14.68,0,11.8163,0.03
14.68,1,4.4179,0.03
14.68,2,7.7158,0.03
14.68,3,13.3824,0.03
14.7,0,11.8479,0.03
14.7,1,4.4542,0.03
14.7,2,7.7018,0.03
14.7,3,13.385,0.03
14.72,0,11.8391,0.03
14.72,1,4.4911,0.03
14.72,2,7.7051,0.03
14.72,3,13.3675,0.03
14.74,0,11.8521,0.03
14.74,1,4.496,0.03
14.74,2,7.6566,0.03
14.74,3,13.3845,0.03
14.76,0,11.8615,0.03
14.76,1,4.5094,0.03
14.76,2,7.6857,0.03
14.76,3,13.3818,0.03
14.78,0,11.8624,0.03
14.78,1,4.5222,0.03
14.78,2,7.6357,0.03
14.78,3,13.335,0.03
14.8,0,11.8852,0.03
14.8,1,4.5648,0.03
14.8,2,7.579,0.03
14.8,3,13.3548,0.03
14.82,0,11.8534,0.03
14.82,1,4.6075,0.03
14.82,2,7.5586,0.03
14.82,3,13.3208,0.03
14.84,0,11.9006,0.03
14.84,1,4.6232,0.03
14.84,2,7.6046,0.03
14.84,3,13.3116,0.03
14.86,0,11.8754,0.03
14.86,1,4.6355,0.03
14.86,2,7.5522,0.03
14.86,3,13.2839,0.03
14.88,0,11.9406,0.03
14.88,1,4.5936,0.03
14.88,2,7.5803,0.03
14.88,3,13.2543,0.03
14.9,0,11.8826,0.03
14.9,1,4.6473,0.03
14.9,2,7.5505,0.03
14.9,3,13.2897,0.03
14.92,0,11.9099,0.03
14.92,1,4.6496,0.03
14.92,2,7.4851,0.03
14.92,3,13.2703,0.03
14.94,0,11.8948,0.03
14.94,1,4.6757,0.03
14.94,2,7.4856,0.03
14.94,3,13.259,0.03
14.96,0,11.9015,0.03
14.96,1,4.7237,0.03
14.96,2,7.4594,0.03
14.96,3,13.2945,0.03
14.98,0,11.9175,0.03
14.98,1,4.7577,0.03
14.98,2,7.4517,0.03
14.98,3,13.2583,0.03
15.0,0,11.9528,0.03
15.0,1,4.7201,0.03
15.0,2,7.4101,0.03
15.0,3,13.2708,0.03
15.02,0,11.8938,0.03
15.02,1,4.7781,0.03
15.02,2,7.4118,0.03
15.02,3,13.1972,0.03
15.04,0,11.9245,0.03
15.04,1,4.763,0.03
15.04,2,7.3857,0.03
15.04,3,13.2078,0.03
15.06,0,11.9877,0.03
15.06,1,4.7689,0.03
15.06,2,7.3847,0.03
15.06,3,13.1872,0.03
15.08,0,11.9666,0.03
15.08,1,4.7857,0.03
15.08,2,7.3484,0.03
15.08,3,13.1836,0.03
15.1,0,11.9734,0.03
15.1,1,4.8269,0.03
15.1,2,7.3477,0.03
15.1,3,13.1753,0.03
15.12,0,11.9718,0.03
15.12,1,4.7895,0.03
15.12,2,7.3426,0.03
15.12,3,13.1653,0.03
15.14,0,12.0223,0.03
15.14,1,4.8546,0.03
15.14,2,7.2927,0.03
15.14,3,13.1928,0.03
15.16,0,11.9578,0.03
15.16,1,4.8717,0.03
15.16,2,7.3352,0.03
15.16,3,13.1319,0.03
15.18,0,11.9735,0.03
15.18,1,4.9155,0.03
15.18,2,7.2754,0.03
15.18,3,13.1759,0.03
15.2,0,12.0239,0.03
15.2,1,4.9432,0.03
15.2,2,7.2598,0.03
15.2,3,13.1186,0.03
15.22,0,12.0499,0.03
15.22,1,4.9233,0.03
15.22,2,7.2052,0.03
15.22,3,13.1444,0.03
15.24,0,12.0482,0.03
15.24,1,4.9682,0.03
15.24,2,7.2009,0.03
15.24,3,13.1116,0.03
15.26,0,12.0347,0.03
15.26,1,4.9776,0.03
15.26,2,7.2137,0.03
15.26,3,13.0702,0.03
15.28,0,12.0419,0.03
15.28,1,5.0032,0.03
15.28,2,7.173,0.03
15.28,3,13.0796,0.03
15.3,0,12.0407,0.03
15.3,1,5.0024,0.03
15.3,2,7.1638,0.03
15.3,3,13.093,0.03
15.32,0,12.0662,0.03
15.32,1,5.0047,0.03
15.32,2,7.1395,0.03
15.32,3,13.0412,0.03
15.34,0,12.046,0.03
15.34,1,5.0426,0.03
15.34,2,7.1193,0.03
15.34,3,13.0581,0.03
15.36,0,12.0782,0.03
15.36,1,5.036,0.03
15.36,2,7.0979,0.03
15.36,3,13.0663,0.03
15.38,0,12.0945,0.03
15.38,1,5.073,0.03
15.38,2,7.0803,0.03
15.38,3,13.0485,0.03
15.4,0,12.0716,0.03
15.4,1,5.1281,0.03
15.4,2,7.0695,0.03
15.4,3,13.0324,0.03
15.42,0,12.1079,0.03
15.42,1,5.1102,0.03
15.42,2,7.0643,0.03
15.42,3,12.9961,0.03
15.44,0,12.1004,0.03
15.44,1,5.1512,0.03
15.44,2,7.058,0.03
15.44,3,13.0044,0.03
15.46,0,12.098,0.03
15.46,1,5.125,0.03
15.46,2,7.0282,0.03
15.46,3,13.0128,0.03
15.48,0,12.1301,0.03
15.48,1,5.1429,0.03
15.48,2,6.978,0.03
15.48,3,13.0123,0.03
15.5,0,12.1136,0.03
15.5,1,5.1965,0.03
15.5,2,6.9928,0.03
15.5,3,12.9758,0.03
15.52,0,12.1078,0.03
15.52,1,5.1976,0.03
15.52,2,6.9502,0.03
15.52,3,12.964,0.03
15.54,0,12.148,0.03
15.54,1,5.243,0.03
15.54,2,6.9314,0.03
15.54,3,12.9714,0.03
15.56,0,12.1614,0.03
15.56,1,5.223,0.03
15.56,2,6.9502,0.03
15.56,3,12.9215,0.03
15.58,0,12.1559,0.03
15.58,1,5.222,0.03
15.58,2,6.8878,0.03
15.58,3,12.953,0.03
15.6,0,12.1663,0.03
15.6,1,5.3227,0.03
15.6,2,6.9235,0.03
15.6,3,12.9116,0.03
15.62,0,12.1657,0.03
15.62,1,5.3001,0.03
15.62,2,6.8555,0.03
15.62,3,12.9093,0.03
15.64,0,12.1762,0.03
15.64,1,5.3182,0.03
15.64,2,6.8906,0.03
15.64,3,12.9292,0.03
15.66,0,12.1619,0.03
15.66,1,5.325,0.03
15.66,2,6.8225,0.03
15.66,3,12.9239,0.03
15.68,0,12.2011,0.03
15.68,1,5.3313,0.03
15.68,2,6.8393,0.03
15.68,3,12.9232,0.03
15.7,0,12.2067,0.03
15.7,1,5.3959,0.03
15.7,2,6.802,0.03
15.7,3,12.8793,0.03
15.72,0,12.2056,0.03
15.72,1,5.4295,0.03
15.72,2,6.7959,0.03
15.72,3,12.8651,0.03
15.74,0,12.2388,0.03
15.74,1,5.4196,0.03
15.74,2,6.7517,0.03
15.74,3,12.8555,0.03
15.76,0,12.2234,0.03
15.76,1,5.3882,0.03
15.76,2,6.7586,0.03
15.76,3,12.8439,0.03
15.78,0,12.224,0.03
15.78,1,5.4369,0.03
15.78,2,6.7275,0.03
15.78,3,12.8703,0.03
15.8,0,12.2446,0.03
15.8,1,5.4427,0.03
15.8,2,6.7306,0.03
15.8,3,12.8451,0.03
15.82,0,12.2552,0.03
15.82,1,5.4737,0.03
15.82,2,6.6882,0.03
15.82,3,12.817,0.03
15.84,0,12.2391,0.03
15.84,1,5.5007,0.03
15.84,2,6.6812,0.03
15.84,3,12.8219,0.03
15.86,0,12.3128,0.03
15.86,1,5.5113,0.03
15.86,2,6.627,0.03
15.86,3,12.7892,0.03
15.88,0,12.3023,0.03
15.88,1,5.4783,0.03
15.88,2,6.6738,0.03
15.88,3,12.7676,0.03
15.9,0,12.3073,0.03
15.9,1,5.5207,0.03
15.9,2,6.6297,0.03
15.9,3,12.7756,0.03
15.92,0,12.2732,0.03
15.92,1,5.5429,0.03
15.92,2,6.602,0.03
15.92,3,12.791,0.03
15.94,0,12.2841,0.03
15.94,1,5.5735,0.03
15.94,2,6.5786,0.03
15.94,3,12.7909,0.03
15.96,0,12.3148,0.03
15.96,1,5.605,0.03
15.96,2,6.5878,0.03
15.96,3,12.7528,0.03
15.98,0,12.2762,0.03
15.98,1,5.6,0.03
15.98,2,6.541,0.03
15.98,3,12.7623,0.03
16.0,0,12.3645,0.03
16.0,1,5.6275,0.03
16.0,2,6.5128,0.03
16.0,3,12.7743,0.03
16.02,0,12.3206,0.03
16.02,1,5.6422,0.03
16.02,2,6.4948,0.03
16.02,3,12.7757,0.03
16.04,0,12.296,0.03
16.04,1,5.6946,0.03
16.04,2,6.5002,0.03
16.04,3,12.7556,0.03
16.06,0,12.3641,0.03
16.06,1,5.7115,0.03
16.06,2,6.4555,0.03
16.06,3,12.7114,0.03
16.08,0,12.3146,0.03
16.08,1,5.6887,0.03
16.08,2,6.4296,0.03
16.08,3,12.7406,0.03
16.1,0,12.3803,0.03
16.1,1,5.7017,0.03
16.1,2,6.4373,0.03
16.1,3,12.6944,0.03
16.12,0,12.3741,0.03
16.12,1,5.7427,0.03
16.12,2,6.413,0.03
16.12,3,12.7003,0.03
16.14,0,12.396,0.03
16.14,1,5.7996,0.03
16.14,2,6.3653,0.03
16.14,3,12.6634,0.03
16.16,0,12.3696,0.03
16.16,1,5.7822,0.03
16.16,2,6.3918,0.03
16.16,3,12.6891,0.03
16.18,0,12.3864,0.03
16.18,1,5.8132,0.03
16.18,2,6.3882,0.03
16.18,3,12.6861,0.03
16.2,0,12.4065,0.03
16.2,1,5.8161,0.03
16.2,2,6.3447,0.03
16.2,3,12.6675,0.03
16.22,0,12.4336,0.03
16.22,1,5.8436,0.03
16.22,2,6.3174,0.03
16.22,3,12.6488,0.03
16.24,0,12.4067,0.03
16.24,1,5.8343,0.03
16.24,2,6.3141,0.03
16.24,3,12.6432,0.03
16.26,0,12.4181,0.03
16.26,1,5.889,0.03
16.26,2,6.3093,0.03
16.26,3,12.6497,0.03
16.28,0,12.4131,0.03
16.28,1,5.9032,0.03
16.28,2,6.2612,0.03
16.28,3,12.656,0.03
16.3,0,12.4651,0.03
16.3,1,5.879,0.03
16.3,2,6.2573,0.03
16.3,3,12.6031,0.03
16.32,0,12.4718,0.03
16.32,1,5.9271,0.03
16.32,2,6.242,0.03
16.32,3,12.6021,0.03
16.34,0,12.4917,0.03
16.34,1,5.9561,0.03
16.34,2,6.2453,0.03
16.34,3,12.6135,0.03
16.36,0,12.4687,0.03
16.36,1,5.9695,0.03
16.36,2,6.2111,0.03
16.36,3,12.6042,0.03
16.38,0,12.4511,0.03
16.38,1,6.0077,0.03
16.38,2,6.2073,0.03
16.38,3,12.605,0.03
16.4,0,12.4848,0.03
16.4,1,5.974,0.03
16.4,2,6.1572,0.03
16.4,3,12.5605,0.03
16.42,0,12.4651,0.03
16.42,1,6.0344,0.03
16.42,2,6.1686,0.03
16.42,3,12.5929,0.03
16.44,0,12.5024,0.03
16.44,1,6.0369,0.03
16.44,2,6.1199,0.03
16.44,3,12.5668,0.03
16.46,0,12.5157,0.03
16.46,1,6.0421,0.03
16.46,2,6.0951,0.03
16.46,3,12.5558,0.03
16.48,0,12.5236,0.03
16.48,1,6.0685,0.03
16.48,2,6.0744,0.03
16.48,3,12.5471,0.03
16.5,0,12.5125,0.03
16.5,1,6.0832,0.03
16.5,2,6.0524,0.03
16.5,3,12.5263,0.03
16.52,0,12.5827,0.03
16.52,1,6.0798,0.03
16.52,2,6.0641,0.03
16.52,3,12.5134,0.03
16.54,0,12.5575,0.03
16.54,1,6.1259,0.03
16.54,2,6.0174,0.03
16.54,3,12.5019,0.03
16.56,0,12.5718,0.03
16.56,1,6.128,0.03
16.56,2,6.0359,0.03
16.56,3,12.51,0.03
16.58,0,12.5976,0.03
16.58,1,6.1541,0.03
16.58,2,6.0,0.03
16.58,3,12.4906,0.03
16.6,0,12.5385,0.03
16.6,1,6.1652,0.03
16.6,2,6.0435,0.03
16.6,3,12.4815,0.03
16.62,0,12.5732,0.03
16.62,1,6.2081,0.03
16.62,2,5.9464,0.03
16.62,3,12.4811,0.03
16.64,0,12.6022,0.03
16.64,1,6.2163,0.03
16.64,2,5.9473,0.03
16.64,3,12.4777,0.03
16.66,0,12.6001,0.03
16.66,1,6.1987,0.03
16.66,2,5.9539,0.03
16.66,3,12.4144,0.03
16.68,0,12.6363,0.03
16.68,1,6.2688,0.03
16.68,2,5.901,0.03
16.68,3,12.4453,0.03
16.7,0,12.6024,0.03
16.7,1,6.2309,0.03
16.7,2,5.9137,0.03
16.7,3,12.4751,0.03
16.72,0,12.6363,0.03
16.72,1,6.3064,0.03
16.72,2,5.8567,0.03
16.72,3,12.4117,0.03
16.74,0,12.6412,0.03
16.74,1,6.2882,0.03
16.74,2,5.8302,0.03
16.74,3,12.4383,0.03
16.76,0,12.6576,0.03
16.76,1,6.3019,0.03
16.76,2,5.8658,0.03
16.76,3,12.4414,0.03
16.78,0,12.6416,0.03
16.78,1,6.3559,0.03
16.78,2,5.8285,0.03
16.78,3,12.4112,0.03
16.8,0,12.6447,0.03
16.8,1,6.3716,0.03
16.8,2,5.8199,0.03
16.8,3,12.4171,0.03
16.82,0,12.6529,0.03
16.82,1,6.337,0.03
16.82,2,5.765,0.03
16.82,3,12.3767,0.03
16.84,0,12.6905,0.03
16.84,1,6.4144,0.03
16.84,2,5.7774,0.03
16.84,3,12.3974,0.03
16.86,0,12.686,0.03
16.86,1,6.3665,0.03
16.86,2,5.7439,0.03
16.86,3,12.3595,0.03
16.88,0,12.7064,0.03
16.88,1,6.4397,0.03
16.88,2,5.7727,0.03
16.88,3,12.3444,0.03
16.9,0,12.7275,0.03
16.9,1,6.464,0.03
16.9,2,5.715,0.03
16.9,3,12.3667,0.03
16.92,0,12.7244,0.03
16.92,1,6.4713,0.03
16.92,2,5.672,0.03
16.92,3,12.3575,0.03
16.94,0,12.7174,0.03
16.94,1,6.5033,0.03
16.94,2,5.6958,0.03
16.94,3,12.3245,0.03
16.96,0,12.7372,0.03
16.96,1,6.5017,0.03
16.96,2,5.6805,0.03
16.96,3,12.3189,0.03
16.98,0,12.7223,0.03
16.98,1,6.5048,0.03
16.98,2,5.6566,0.03
16.98,3,12.3339,0.03
17.0,0,12.7716,0.03
17.0,1,6.524,0.03
17.0,2,5.6295,0.03
17.0,3,12.29,0.03
17.02,0,12.755,0.03
17.02,1,6.5464,0.03
17.02,2,5.6118,0.03
17.02,3,12.3221,0.03
17.04,0,12.757,0.03
17.04,1,6.5333,0.03
17.04,2,5.61,0.03
17.04,3,12.3081,0.03
17.06,0,12.8049,0.03
17.06,1,6.5591,0.03
17.06,2,5.5499,0.03
17.06,3,12.2841,0.03
17.08,0,12.8116,0.03
17.08,1,6.6223,0.03
17.08,2,5.5678,0.03
17.08,3,12.3045,0.03
17.1,0,12.7968,0.03
17.1,1,6.6065,0.03
17.1,2,5.5558,0.03
17.1,3,12.2787,0.03
17.12,0,12.7869,0.03
17.12,1,6.623,0.03
17.12,2,5.5489,0.03
17.12,3,12.3063,0.03
17.14,0,12.8575,0.03
17.14,1,6.6568,0.03
17.14,2,5.4952,0.03
17.14,3,12.3036,0.03
17.16,0,12.8252,0.03
17.16,1,6.6813,0.03
17.16,2,5.4655,0.03
17.16,3,12.2425,0.03
17.18,0,12.8384,0.03
17.18,1,6.685,0.03
17.18,2,5.506,0.03
17.18,3,12.237,0.03
17.2,0,12.8346,0.03
17.2,1,6.7309,0.03
17.2,2,5.4295,0.03
17.2,3,12.2063,0.03
17.22,0,12.8455,0.03
17.22,1,6.738,0.03
17.22,2,5.441,0.03
17.22,3,12.2274,0.03
17.24,0,12.8597,0.03
17.24,1,6.7205,0.03
17.24,2,5.413,0.03
17.24,3,12.2347,0.03
17.26,0,12.8899,0.03
17.26,1,6.7822,0.03
17.26,2,5.3778,0.03
17.26,3,12.1888,0.03
17.28,0,12.9087,0.03
17.28,1,6.8052,0.03
17.28,2,5.4088,0.03
17.28,3,12.222,0.03
17.3,0,12.8793,0.03
17.3,1,6.7826,0.03
17.3,2,5.3636,0.03
17.3,3,12.1884,0.03
17.32,0,12.8665,0.03
17.32,1,6.8015,0.03
17.32,2,5.3358,0.03
17.32,3,12.1712,0.03
17.34,0,12.9109,0.03
17.34,1,6.8698,0.03
17.34,2,5.3547,0.03
17.34,3,12.2092,0.03
17.36,0,12.9088,0.03
17.36,1,6.8616,0.03
17.36,2,5.3447,0.03
17.36,3,12.1568,0.03
17.38,0,12.936,0.03
17.38,1,6.8788,0.03
17.38,2,5.3067,0.03
17.38,3,12.161,0.03
17.4,0,12.9122,0.03
17.4,1,6.8863,0.03
17.4,2,5.3109,0.03
17.4,3,12.1279,0.03
17.42,0,12.9596,0.03
17.42,1,6.8939,0.03
17.42,2,5.2561,0.03
17.42,3,12.1705,0.03
17.44,0,12.9561,0.03
17.44,1,6.8914,0.03
17.44,2,5.252,0.03
17.44,3,12.144,0.03
17.46,0,12.9847,0.03
17.46,1,6.9428,0.03
17.46,2,5.2359,0.03
17.46,3,12.1407,0.03
17.48,0,12.9768,0.03
17.48,1,6.9613,0.03
17.48,2,5.1986,0.03
17.48,3,12.1404,0.03
17.5,0,12.9863,0.03
17.5,1,7.011,0.03
17.5,2,5.2052,0.03
17.5,3,12.1669,0.03
17.52,0,12.9988,0.03
17.52,1,6.9964,0.03
17.52,2,5.1885,0.03
17.52,3,12.1253,0.03
17.54,0,12.9892,0.03
17.54,1,7.0258,0.03
17.54,2,5.1375,0.03
17.54,3,12.0973,0.03
17.56,0,13.0101,0.03
17.56,1,7.0248,0.03
17.56,2,5.0855,0.03
17.56,3,12.1062,0.03
17.58,0,12.9984,0.03
17.58,1,7.0603,0.03
17.58,2,5.1322,0.03
17.58,3,12.0911,0.03
17.6,0,13.0368,0.03
17.6,1,7.0835,0.03
17.6,2,5.1071,0.03
17.6,3,12.0987,0.03
17.62,0,13.046,0.03
17.62,1,7.0869,0.03
17.62,2,5.1055,0.03
17.62,3,12.052,0.03
17.64,0,13.0769,0.03
17.64,1,7.1084,0.03
17.64,2,5.0822,0.03
17.64,3,12.0665,0.03
17.66,0,13.0513,0.03
17.66,1,7.1297,0.03
17.66,2,5.0692,0.03
17.66,3,12.0152,0.03
17.68,0,13.1203,0.03
17.68,1,7.1396,0.03
17.68,2,5.0159,0.03
17.68,3,12.066,0.03
17.7,0,13.1051,0.03
17.7,1,7.1887,0.03
17.7,2,4.9673,0.03
17.7,3,12.0732,0.03
17.72,0,13.125,0.03
17.72,1,7.2061,0.03
17.72,2,4.9776,0.03
17.72,3,12.0621,0.03
17.74,0,13.0702,0.03
17.74,1,7.2038,0.03
17.74,2,4.9749,0.03
17.74,3,12.0041,0.03
17.76,0,13.1196,0.03
17.76,1,7.1699,0.03
17.76,2,4.941,0.03
17.76,3,12.0226,0.03
17.78,0,13.1084,0.03
17.78,1,7.1997,0.03
17.78,2,4.8998,0.03
17.78,3,12.0461,0.03
17.8,0,13.1677,0.03
17.8,1,7.2233,0.03
17.8,2,4.9136,0.03
17.8,3,12.0242,0.03
17.82,0,13.1523,0.03
17.82,1,7.257,0.03
17.82,2,4.8931,0.03
17.82,3,12.0142,0.03
17.84,0,13.171,0.03
17.84,1,7.2826,0.03
17.84,2,4.907,0.03
17.84,3,12.0151,0.03
17.86,0,13.131,0.03
17.86,1,7.2871,0.03
17.86,2,4.8522,0.03
17.86,3,11.9942,0.03
17.88,0,13.181,0.03
17.88,1,7.3378,0.03
17.88,2,4.8524,0.03
17.88,3,11.9495,0.03
17.9,0,13.2238,0.03
17.9,1,7.3169,0.03
17.9,2,4.8194,0.03
17.9,3,11.9783,0.03
17.92,0,13.177,0.03
17.92,1,7.338,0.03
17.92,2,4.8153,0.03
17.92,3,11.9642,0.03
17.94,0,13.2266,0.03
17.94,1,7.351,0.03
17.94,2,4.7951,0.03
17.94,3,11.9613,0.03
17.96,0,13.2496,0.03
17.96,1,7.4016,0.03
17.96,2,4.738,0.03
17.96,3,11.9468,0.03
17.98,0,13.2485,0.03
17.98,1,7.4306,0.03
17.98,2,4.7828,0.03
17.98,3,11.9397,0.03
18.0,0,13.267,0.03
18.0,1,7.4114,0.03
18.0,2,4.7351,0.03
18.0,3,11.9662,0.03
18.02,0,13.2474,0.03
18.02,1,7.4519,0.03
18.02,2,4.7075,0.03
18.02,3,11.9294,0.03
18.04,0,13.2201,0.03
18.04,1,7.4676,0.03
18.04,2,4.7117,0.03
18.04,3,11.9414,0.03
18.06,0,13.2859,0.03
18.06,1,7.4735,0.03
18.06,2,4.7098,0.03
18.06,3,11.9118,0.03
18.08,0,13.3033,0.03
18.08,1,7.4967,0.03
18.08,2,4.6969,0.03
18.08,3,11.9113,0.03
18.1,0,13.2924,0.03
18.1,1,7.5116,0.03
18.1,2,4.647,0.03
18.1,3,11.9234,0.03
18.12,0,13.2941,0.03
18.12,1,7.5355,0.03
18.12,2,4.6422,0.03
18.12,3,11.9425,0.03
18.14,0,13.3141,0.03
18.14,1,7.5059,0.03
18.14,2,4.6385,0.03
18.14,3,11.8615,0.03
18.16,0,13.3011,0.03
18.16,1,7.5506,0.03
18.16,2,4.5773,0.03
18.16,3,11.9163,0.03
18.18,0,13.3088,0.03
18.18,1,7.5788,0.03
18.18,2,4.6043,0.03
18.18,3,11.8601,0.03
18.2,0,13.3217,0.03
18.2,1,7.6097,0.03
18.2,2,4.5449,0.03
18.2,3,11.8692,0.03
18.22,0,13.3238,0.03
18.22,1,7.6386,0.03
18.22,2,4.5267,0.03
18.22,3,11.8779,0.03
18.24,0,13.3642,0.03
18.24,1,7.6496,0.03
18.24,2,4.5362,0.03
18.24,3,11.8762,0.03
18.26,0,13.3782,0.03
18.26,1,7.6679,0.03
18.26,2,4.5251,0.03
18.26,3,11.8627,0.03
18.28,0,13.389,0.03
18.28,1,7.6829,0.03
18.28,2,4.4694,0.03
18.28,3,11.8309,0.03
18.3,0,13.4257,0.03
18.3,1,7.6795,0.03
18.3,2,4.4808,0.03
18.3,3,11.8869,0.03
18.32,0,13.3954,0.03
18.32,1,7.7223,0.03
18.32,2,4.4384,0.03
18.32,3,11.8582,0.03
18.34,0,13.4176,0.03
18.34,1,7.7195,0.03
18.34,2,4.4274,0.03
18.34,3,11.8312,0.03
18.36,0,13.4136,0.03
18.36,1,7.7497,0.03
18.36,2,4.4255,0.03
18.36,3,11.8318,0.03
18.38,0,13.4296,0.03
18.38,1,7.7222,0.03
18.38,2,4.395,0.03
18.38,3,11.8547,0.03
18.4,0,13.4631,0.03
18.4,1,7.7865,0.03
18.4,2,4.3856,0.03
18.4,3,11.798,0.03
18.42,0,13.4665,0.03
18.42,1,7.8056,0.03
18.42,2,4.375,0.03
18.42,3,11.7892,0.03
18.44,0,13.4774,0.03
18.44,1,7.8278,0.03
18.44,2,4.3629,0.03
18.44,3,11.7639,0.03
18.46,0,13.4505,0.03
18.46,1,7.8463,0.03
18.46,2,4.3133,0.03
18.46,3,11.7604,0.03
18.48,0,13.4966,0.03
18.48,1,7.8987,0.03
18.48,2,4.2987,0.03
18.48,3,11.7499,0.03
18.5,0,13.5046,0.03
18.5,1,7.9062,0.03
18.5,2,4.2916,0.03
18.5,3,11.7782,0.03
18.52,0,13.4894,0.03
18.52,1,7.9,0.03
18.52,2,4.2835,0.03
18.52,3,11.7554,0.03
18.54,0,13.5278,0.03
18.54,1,7.933,0.03
18.54,2,4.2381,0.03
18.54,3,11.8079,0.03
18.56,0,13.5153,0.03
18.56,1,7.934,0.03
18.56,2,4.2309,0.03
18.56,3,11.7505,0.03
18.58,0,13.5486,0.03
18.58,1,7.9599,0.03
18.58,2,4.2169,0.03
18.58,3,11.7496,0.03
18.6,0,13.5458,0.03
18.6,1,7.9722,0.03
18.6,2,4.1782,0.03
18.6,3,11.7564,0.03
18.62,0,13.5751,0.03
18.62,1,7.9939,0.03
18.62,2,4.1851,0.03
18.62,3,11.7572,0.03
18.64,0,13.5467,0.03
18.64,1,8.0151,0.03
18.64,2,4.1994,0.03
18.64,3,11.7265,0.03
18.66,0,13.5584,0.03
18.66,1,8.0376,0.03
18.66,2,4.1415,0.03
18.66,3,11.7,0.03
18.68,0,13.5872,0.03
18.68,1,8.0244,0.03
18.68,2,4.1281,0.03
18.68,3,11.7101,0.03
18.7,0,13.5727,0.03
18.7,1,8.0607,0.03
18.7,2,4.1197,0.03
18.7,3,11.7234,0.03
18.72,0,13.6341,0.03
18.72,1,8.0718,0.03
18.72,2,4.1113,0.03
